Codigo COL,Proyecto,Desarrollador,Tipo de Modelo,Nombre Modelo,Precio Promedio Inv.,$M2 Promedio Inv,Metrajes (M2),Dormitorios,Baños,Cajones,Unidades Totales,Unidades Inventario,Meses en el Mercado,Ventas,Abs
CAB-05669,Cenit Torre Palmilla,Baja Capstone,Tradicional,3R,15475770.25761111,73694.14408386243,210,3 Recámaras,3,2,16,0,46,16,0.34782608695652173
CAB-05667,Colorado Hills Fase II,Si Soluciones Inmobiliarias,Tradicional,119 m2,7034448.18257647,59113.0099376174,119,3 Recámaras,2,1,3,2,36,1,0.027777777777777776
CAB-05667,Colorado Hills Fase II,Si Soluciones Inmobiliarias,Tradicional,140 m2,7993621.823549999,57097.29873964285,140,3 Recámaras,2,1,6,2,36,4,0.1111111111111111
CAB-05667,Colorado Hills Fase II,Si Soluciones Inmobiliarias,Tradicional,174 m2,9729955.751600001,55919.28592873564,174,3 Recámaras,2,1,2,1,36,1,0.027777777777777776
CAB-05667,Colorado Hills Fase II,Si Soluciones Inmobiliarias,Tradicional,205 m2,10034377.985125,48948.18529329268,205,3 Recámaras,2,1,1,0,36,1,0.027777777777777776
CAB-05663,Cora,Grupo Habitat,Penthouse,Penthouse,16936079.80718913,54108.88117312821,313,3 Recámaras,3,1,22,2,45,20,0.4444444444444444
CAB-05663,Cora,Grupo Habitat,Tradicional,Piso 1,13409399.967272729,65732.35278074867,204,3 Recámaras,3,1,22,0,45,22,0.4888888888888889
CAB-05663,Cora,Grupo Habitat,Tradicional,Planta Baja,10862850.019220835,53249.26480010213,204,3 Recámaras,3,1,22,0,45,22,0.4888888888888889
CAB-05662,Sun & Sea condos,Construyendo Alkimia,Tradicional,3R,9782232.017580368,44667.72610767291,219,3 Recámaras,3,1,4,1,33,3,0.09090909090909091
CAB-05654,North Enclave Fase 1,Otro,Tradicional,Planta Baja,101165570.64030612,162645.61196190695,622,3 Recámaras,3,2,8,4,46,4,0.08695652173913043
CAB-05654,North Enclave Fase 1,Otro,Tradicional,Planta Media,68859922.72916667,110707.27126875671,622,3 Recámaras,3,2,8,2,46,6,0.13043478260869565
